,postID,postTitle,postTime,Author,IP,Link,PushCount,BooCount,ArrorCount
97,1T6vv5xm,[新聞] 日本「9屍凶宅」租出去了！ 新房客超滿意,Wed Jul  3 02:11:15 2019,TZUYIC (Celine-Flying On My Own),42.77.38.78,https://www.ptt.cc/bbs/Gossiping/M.1562091077.A.EF0.html,283,17,160
98,1T6wPlxZ,Re: [問卦] 香港人為什麼過了22年才反？,Wed Jul  3 02:46:05 2019,chenglap (無想流流星拳),168.70.61.74,https://www.ptt.cc/bbs/Gossiping/M.1562093167.A.EE3.html,447,11,127
99,1T6wbFY-,[爆卦] 衝撞立法會真相,Wed Jul  3 02:58:21 2019,MacWeaDon (邁衛燈),64.1.31.9,https://www.ptt.cc/bbs/Gossiping/M.1562093903.A.8BE.html,303,12,78
100,1T6yRbp5,[爆卦] 魔貫光殺炮是真的!螺旋狀前進的光,Wed Jul  3 05:04:34 2019,Scape (缺鈣缺很大),1.34.252.81,https://www.ptt.cc/bbs/Gossiping/M.1562101477.A.CC5.html,154,2,18
101,1T6-JvHH,[新聞] 公民假日草市被高市府駁回 綠議員批韓國,Wed Jul  3 07:12:54 2019,ivorysoap (ivorysoap),123.204.170.140,https://www.ptt.cc/bbs/Gossiping/M.1562109177.A.451.html,308,58,139
102,1T6-b6hy,[新聞] 台積電工程師人妻租屋偷吃新婚同事 小王,Wed Jul  3 07:29:15 2019,fundilian (玲玲),111.248.243.113,https://www.ptt.cc/bbs/Gossiping/M.1562110278.A.AFC.html,170,31,77
103,1T6_PAgA,Re: [新聞] 《工輔法》讓違章工廠就地合法 環團：守,Wed Jul  3 08:26:48 2019,deann (古美門上身),61.220.51.98,https://www.ptt.cc/bbs/Gossiping/M.1562113610.A.A8A.html,158,28,108
104,1T70bNwn,[新聞] 不加分被寫成不扣分 柯文哲再槓《自由》,Wed Jul  3 09:48:05 2019,jk182325 (萬里花我老婆),114.26.132.167,https://www.ptt.cc/bbs/Gossiping/M.1562118487.A.EB1.html,925,196,674
105,1T71N5M_,[爆卦] 自由 蔡英文的假新聞,Wed Jul  3 10:41:07 2019,ToyotaPrius (頭又大批4),27.246.43.219,https://www.ptt.cc/bbs/Gossiping/M.1562121669.A.5BF.html,247,36,89
106,1T71U1P0,Re: [新聞] 柯文哲啟程雙城論壇照稿念　「五個互相」,Wed Jul  3 10:48:31 2019,takase (............),223.141.94.201,https://www.ptt.cc/bbs/Gossiping/M.1562122113.A.640.html,261,130,219
107,1T71fzNO,[新聞] 不是駭客!我情治人員名單曝光 是內鬼幹,Wed Jul  3 11:01:10 2019,Anddyliu (安滴滴),118.163.37.91,https://www.ptt.cc/bbs/Gossiping/M.1562122877.A.5D8.html,321,75,185
108,1T71thXg,[新聞] 大陸拳王練喻軒「約戰館長」3分鐘沒倒就,Wed Jul  3 11:15:52 2019,CTC0115 (Blank space~),203.69.37.7,https://www.ptt.cc/bbs/Gossiping/M.1562123755.A.86A.html,197,25,147
109,1T71ydxB,[新聞] 國台辦最近派員赴美稱「蔡英文十分危險」,Wed Jul  3 11:21:06 2019,BrownNoser (BrownNoser),1.34.1.60,https://www.ptt.cc/bbs/Gossiping/M.1562124071.A.ECB.html,255,24,150
110,1T735lVU,[新聞]立院三讀》別想對習近平拍手了!退將赴中,Wed Jul  3 12:39:09 2019,nerudaliu (Chairborne Ranger),42.72.112.237,https://www.ptt.cc/bbs/Gossiping/M.1562128751.A.7DE.html,603,44,249
111,1T739jpg,[新聞] 三讀！退將遭終身管制　違法者砍退俸,Wed Jul  3 12:43:19 2019,simonle (.0.),42.77.11.217,https://www.ptt.cc/bbs/Gossiping/M.1562129005.A.CEA.html,421,17,110
112,1T73MyOa,[新聞] 加被寫成「扣」柯文哲機場暴怒再轟假,Wed Jul  3 12:57:29 2019,Luckmeow (meow),111.243.2.167,https://www.ptt.cc/bbs/Gossiping/M.1562129852.A.624.html,220,70,226
113,1T73igmB,[問卦] 有沒有緊握鐵桿短褲妹的卦？,Wed Jul  3 13:20:40 2019,Forthelife (我認為暱稱一定要全填滿),49.218.19.231,https://www.ptt.cc/bbs/Gossiping/M.1562131242.A.C0B.html,183,22,32
114,1T73uNsb,Fw: [申請] 多重帳號查詢 (Gossiping 2019/06/30) #2,Wed Jul  3 13:33:10 2019,cycling (來咬我啊笨蛋),125.99.241.221,https://www.ptt.cc/bbs/Gossiping/M.1562131991.A.DA5.html,130,8,105
115,1T73_T-o,Re: [爆卦] 民進黨團投票表明本屆不會過實價登錄2.0,Wed Jul  3 13:40:43 2019,askaleroux (Falcon),60.250.32.97,https://www.ptt.cc/bbs/Gossiping/M.1562132445.A.FB2.html,186,24,113
116,1T74R6MP,[新聞] 快訊／再+1！打臉韓「效果已現」本土登,Wed Jul  3 14:10:12 2019,terrymoon (說好的幸福呢),59.124.115.133,https://www.ptt.cc/bbs/Gossiping/M.1562134214.A.599.html,156,43,86
117,1T74alUR,[爆卦] 館長決定免費跟中國五毛拳王開戰！,Wed Jul  3 14:20:29 2019,jack8587 (james),42.75.191.90,https://www.ptt.cc/bbs/Gossiping/M.1562134831.A.79B.html,521,27,291
118,1T74yMCD,[新聞] 中國「伸鹹豬手」 國際場合硬翻台灣代表,Wed Jul  3 14:45:39 2019,befly10015 (befly),118.171.72.5,https://www.ptt.cc/bbs/Gossiping/M.1562136342.A.30D.html,331,42,108
119,1T75MXU9,Re: [問卦] 有沒有宛平哭著求原諒的八卦？,Wed Jul  3 15:13:36 2019,hyuchi0202 (被刺激到了),114.36.171.216,https://www.ptt.cc/bbs/Gossiping/M.1562138017.A.789.html,161,10,71
120,1T75msmR,[爆卦] 習近平下令：香港抗爭不許流血,Wed Jul  3 15:41:39 2019,ccps970915 (冠),39.8.194.12,https://www.ptt.cc/bbs/Gossiping/M.1562139702.A.C1B.html,598,84,270
121,1T76E2O5,[新聞] 「辣台派」為何灌票挺韓國瑜?謝龍介爆,Wed Jul  3 16:12:47 2019,Goo4u (Goo4u),51.15.137.146,https://www.ptt.cc/bbs/Gossiping/M.1562141570.A.605.html,339,45,114
122,1T77NKg-,[新聞] 參加香港反送中遊行 葉德嫻歌曲被中國下,Wed Jul  3 17:30:58 2019,huice (好有意思兒),39.8.62.139,https://www.ptt.cc/bbs/Gossiping/M.1562146260.A.ABE.html,160,5,42
123,1T77gio5,[問卦] 哪一種運動選手的身材最好看?,Wed Jul  3 17:51:38 2019,bornwinner (tripleandyliu),218.173.140.67,https://www.ptt.cc/bbs/Gossiping/M.1562147500.A.C85.html,218,13,101
124,1T77uHT8,[新聞] 大陸發明「步態識別系統」 遮臉也能認出,Wed Jul  3 18:06:06 2019,Operon (歐普龍),114.137.27.167,https://www.ptt.cc/bbs/Gossiping/M.1562148369.A.748.html,185,18,114
125,1T78P9mU,[新聞] 韓國瑜「不用在那委屈什麼」 這人爆中央,Wed Jul  3 18:41:08 2019,amurorei (大律師是甚麼，好吃嗎？),118.170.37.30,https://www.ptt.cc/bbs/Gossiping/M.1562150473.A.C1E.html,228,15,65
126,1T78theT,[新聞] 撿到槍！辣台妹：中國軍機飛越台海中線,Wed Jul  3 19:13:45 2019,julia8913 (JU),61.216.164.8,https://www.ptt.cc/bbs/Gossiping/M.1562152427.A.A1D.html,230,92,97
127,1T79L0Gt,[新聞] 王雪紅夫婦 全面接手TVBS,Wed Jul  3 19:44:59 2019,science9686 (科學 = 真理),220.134.68.8,https://www.ptt.cc/bbs/Gossiping/M.1562154304.A.437.html,178,24,73
128,1T79yS7B,[新聞] 膝下無子 病夫顧癱妻「再苦都會撐」,Wed Jul  3 20:27:04 2019,iXXXXGAY5566 (我非四叉貓 有恩怨請找牠),123.194.139.202,https://www.ptt.cc/bbs/Gossiping/M.1562156828.A.1CB.html,155,1,11
129,1T7AZeWi,[新聞]有骨氣！國旗入鏡遭中國廠商要求下架 霸氣,Wed Jul  3 21:08:52 2019,ckbdfrst (ckbdfrst),61.224.177.183,https://www.ptt.cc/bbs/Gossiping/M.1562159336.A.82C.html,489,62,233
130,1T7Ak-OD,[爆卦] 台鐵嘉義站傷警 (原標題寫隨機傷人是錯的),Wed Jul  3 21:21:00 2019,YamCha (飲茶),125.231.39.170,https://www.ptt.cc/bbs/Gossiping/M.1562160062.A.60D.html,386,45,148
131,1T7BRFIZ,[爆卦] 國際造型氣球大賽臺灣人拿冠軍啦!,Wed Jul  3 22:08:09 2019,mark8824331 (FayWen Wang),223.136.193.27,https://www.ptt.cc/bbs/Gossiping/M.1562162895.A.4A3.html,845,2,92
132,1T7C6Lue,Re: [爆卦] 館長開戰的對手練喻軒影片,Wed Jul  3 22:54:11 2019,abc5588646 (sa),101.10.52.114,https://www.ptt.cc/bbs/Gossiping/M.1562165653.A.E28.html,170,21,102
133,1T7CEb8W,[爆卦] 623凱道活動結餘，已捐予家扶基金會,Wed Jul  3 23:02:59 2019,hiokchi (連筱葳),101.13.151.157,https://www.ptt.cc/bbs/Gossiping/M.1562166181.A.220.html,136,1,21
134,1T7CKFVg,[新聞] 台鐵爆砍人地上全血 逃票男怒砍警,Wed Jul  3 23:09:00 2019,ymuit (眼眸之珠),1.173.176.3,https://www.ptt.cc/bbs/Gossiping/M.1562166543.A.7EA.html,205,56,129
135,1T7CoPGC,[問卦] 哪部動漫最有資格放到國小課本當教材,Wed Jul  3 23:41:11 2019,missingkid (),118.171.187.69,https://www.ptt.cc/bbs/Gossiping/M.1562168473.A.40C.html,222,0,51
136,1T7DDe0P,[問卦] 祝我生日快樂,Thu Jul  4 00:10:14 2019,HanJie (tobest),36.227.31.126,https://www.ptt.cc/bbs/Gossiping/M.1562170216.A.019.html,259,3,21
137,1T7DLDzy,[問卦] 如果你在砍人現場，你會幹嘛?,Thu Jul  4 00:18:18 2019,qize1428 (倫),36.236.89.239,https://www.ptt.cc/bbs/Gossiping/M.1562170701.A.F7C.html,282,22,237
138,1T7DbqSa,[新聞] 妙齡女上山驚見「人參狀」植物 補一下卻,Thu Jul  4 00:35:55 2019,fenrir (司馬傑奇),36.224.194.17,https://www.ptt.cc/bbs/Gossiping/M.1562171764.A.724.html,133,15,50
139,1T7Edbve,Re: [新聞] 妙齡女上山驚見「人參狀」植物 補一下卻,Thu Jul  4 01:46:11 2019,skyprayer (SkyBotany),118.169.81.172,https://www.ptt.cc/bbs/Gossiping/M.1562175973.A.E68.html,160,7,56
140,1T7H-v1W,[新聞] 影／火車上警被刺畫面曝光 警員奮力壓制,Thu Jul  4 05:35:50 2019,seedhyper (下雨),42.77.75.38,https://www.ptt.cc/bbs/Gossiping/M.1562189753.A.060.html,155,18,71
141,1T7KU_f9,[爆卦] 文燦哥開示啦,Thu Jul  4 08:26:29 2019,IronCube (吃飽就要大便),223.137.34.115,https://www.ptt.cc/bbs/Gossiping/M.1562199999.A.A49.html,244,65,450
142,1T7KgWz1,[新聞] 快訊／鐵路警遭刺肚「臟器外露」　送醫,Thu Jul  4 08:38:53 2019,DDDDRR (QQ),223.137.33.116,https://www.ptt.cc/bbs/Gossiping/M.1562200736.A.F41.html,1577,151,478
143,1T7Ktv-d,[新聞] 台鐵列車遭刺傷　8時27分急救無效警殉職,Thu Jul  4 08:53:09 2019,Ho1liday (江湖唯有英雄志),36.239.229.106,https://www.ptt.cc/bbs/Gossiping/M.1562201593.A.FA7.html,658,64,274
144,1T7L3EiV,Re: [新聞]美國商務部宣佈 對台、韓部分鋼材祭456％,Thu Jul  4 09:05:10 2019,cruise (),50.46.118.205,https://www.ptt.cc/bbs/Gossiping/M.1562202318.A.B1F.html,142,4,24
145,1T7LAEc0,[新聞] 自強號勇警被刺 08:27宣告不治身亡,Thu Jul  4 09:12:26 2019,lats (累死),36.225.184.15,https://www.ptt.cc/bbs/Gossiping/M.1562202766.A.980.html,228,40,104
146,1T7LbUoP,[新聞] 鐵路勇警失血殉職！自強號揮刀男「背景曝,Thu Jul  4 09:41:48 2019,hsnugear (無言......),220.132.62.62,https://www.ptt.cc/bbs/Gossiping/M.1562204510.A.C99.html,251,92,185
147,1T7M3g1T,[新聞] 【鐵路警殉職2】獨子第一志願返鄉服務,Thu Jul  4 10:14:00 2019,vic2211 (我是vic),210.69.138.118,https://www.ptt.cc/bbs/Gossiping/M.1562206442.A.05D.html,474,51,277
148,1T7MRKxh,[新聞] 航空總工會：長榮寧願燒錢不願解決罷工,Thu Jul  4 10:39:14 2019,tiger911 (胖虎),175.180.127.202,https://www.ptt.cc/bbs/Gossiping/M.1562207956.A.EEB.html,228,69,308
149,1T7N1Yvb,[新聞] 「承翰，你的任務結束了」 殉職警移殯儀,Thu Jul  4 11:20:00 2019,LDMisshit (LDMisshit),125.224.72.23,https://www.ptt.cc/bbs/Gossiping/M.1562210402.A.E65.html,746,37,212
150,1T7NHFQ1,Re: [新聞] 何謂兩岸一家親？柯：我善待中國人民、,Thu Jul  4 11:36:45 2019,VVizZ (我很窮),211.21.120.163,https://www.ptt.cc/bbs/Gossiping/M.1562211407.A.681.html,524,117,203
151,1T7Nnusl,Re: [問卦] 要是今天死的不是警察...,Thu Jul  4 12:11:34 2019,k1400 (德州家康),114.43.162.86,https://www.ptt.cc/bbs/Gossiping/M.1562213496.A.DAF.html,439,92,203
152,1T7O2h1Z,[新聞] 鐵路警遭刺身亡 郭台銘：若當總統為員警配電擊槍,Thu Jul  4 12:29:29 2019,shokotan (しょこたん),114.43.154.17,https://www.ptt.cc/bbs/Gossiping/M.1562214571.A.063.html,387,142,419
153,1T7OV3Kp,[問卦] 中午便當估價,Thu Jul  4 12:59:45 2019,mingyu608 (mingyu),110.28.140.171,https://www.ptt.cc/bbs/Gossiping/M.1562216387.A.533.html,190,37,87
154,1T7PGkaA,Re: [新聞] 評估2020柯文哲「選定了」蔡陣營：,Thu Jul  4 13:52:42 2019,louis0210 (嘿 等我一下),223.140.61.99,https://www.ptt.cc/bbs/Gossiping/M.1562219566.A.90A.html,1148,83,112
155,1T7PdZBb,[新聞] 北市宣布降房屋稅！2020年上路　柯文哲：,Thu Jul  4 14:17:05 2019,Damp (丹恩),36.224.251.131,https://www.ptt.cc/bbs/Gossiping/M.1562221027.A.2E5.html,342,77,269
156,1T7QDQRO,[新聞] 《象樂園》諷韓國瑜 高中生詩．文展創意,Thu Jul  4 14:57:27 2019,huice (好有意思兒),39.8.62.139,https://www.ptt.cc/bbs/Gossiping/M.1562223450.A.6D8.html,243,13,28
157,1T7QdolZ,[新聞] 中共控制民眾出境 強制集中管理私人護照,Thu Jul  4 15:25:34 2019,fath2833 (大安),114.44.216.96,https://www.ptt.cc/bbs/Gossiping/M.1562225138.A.BE3.html,165,14,69
158,1T7Qimqv,Re: [新聞] 鐵路勇警失血殉職！自強號揮刀男「背景曝,Thu Jul  4 15:30:54 2019,todao (心裡有數),180.217.182.42,https://www.ptt.cc/bbs/Gossiping/M.1562225456.A.D39.html,242,30,356
159,1T7R3c80,[新聞] 埼玉縣兩名少年開父親的86飆車被逮捕,Thu Jul  4 15:55:14 2019,netwatching (netwatching),119.14.134.50,https://www.ptt.cc/bbs/Gossiping/M.1562226918.A.200.html,182,3,40
160,1T7RZpCT,Re: [新聞] 蕭景田被翻出「殺警」往事反酸「不見是非,Thu Jul  4 16:29:37 2019,helikon (赫利羹),42.73.136.43,https://www.ptt.cc/bbs/Gossiping/M.1562228979.A.31D.html,169,14,72
161,1T7Rk-KX,[新聞] 慟！孩子的書屋創辦人「陳爸」 驚傳心肌,Thu Jul  4 16:41:32 2019,dswchen (Douglas),223.136.120.175,https://www.ptt.cc/bbs/Gossiping/M.1562229694.A.521.html,158,1,34
162,1T7RqtiC,Re: [爆卦] 國際造型氣球大賽臺灣人拿冠軍啦!,Thu Jul  4 16:47:44 2019,FuSen000 (ㄑㄑㄉㄖㄙㄐㄌ),123.110.41.29,https://www.ptt.cc/bbs/Gossiping/M.1562230071.A.B0C.html,201,3,26
163,1T7Rz8G5,[新聞] 吳斯懷控不信任國軍 蔡英文:講這話的人有,Thu Jul  4 16:56:38 2019,KouChouChing (20分鐘),111.255.138.165,https://www.ptt.cc/bbs/Gossiping/M.1562230600.A.405.html,564,33,149
164,1T7SOBeZ,[新聞] 殉職鐵路警察李承翰警專第1名畢業 12日過,Thu Jul  4 17:25:29 2019,relax911 (Lmerro),123.194.189.94,https://www.ptt.cc/bbs/Gossiping/M.1562232331.A.A23.html,298,17,117
165,1T7ScUHi,[問卦] 金髮巨乳修女遭綁縛吊掛天花板,Thu Jul  4 17:40:44 2019,tsukiyomi157 (草莓口味☆肥宅),42.76.162.61,https://www.ptt.cc/bbs/Gossiping/M.1562233246.A.46C.html,191,54,38
166,1T7SfT-d,[新聞] 勞動部出招！禁人力銀行幫長榮招空服員,Thu Jul  4 17:43:51 2019,beaqu (十字軍東征),36.231.28.120,https://www.ptt.cc/bbs/Gossiping/M.1562233437.A.FA7.html,513,127,365
167,1T7TYenh,Re: [新聞] 刁難中國官員來台？ 移民署數據打臉柯文,Thu Jul  4 18:44:54 2019,chirskey (十口月),101.13.160.114,https://www.ptt.cc/bbs/Gossiping/M.1562237096.A.C6B.html,164,45,55
168,1T7UN6qP,[新聞]CNN揭貿易戰4大贏家 台灣對美出口增23%,Thu Jul  4 19:40:51 2019,ckbdfrst (ckbdfrst),61.224.177.183,https://www.ptt.cc/bbs/Gossiping/M.1562240454.A.D19.html,180,7,71
169,1T7VPEnm,[新聞] 守護韓國瑜過初選 韓粉跑電信門市做這事,Thu Jul  4 20:51:23 2019,s110269 (),36.234.139.5,https://www.ptt.cc/bbs/Gossiping/M.1562244686.A.C70.html,174,28,65
170,1T7W7V4V,[新聞] 中美貿易戰》廠商出走中國誰獲利？CNN：,Thu Jul  4 21:40:45 2019,xingting (Rojita),42.77.145.16,https://www.ptt.cc/bbs/Gossiping/M.1562247647.A.11F.html,119,4,45
171,1T7WUlK3,[新聞] 撤離中國！ 惠普、戴爾3成筆電生產將轉,Thu Jul  4 22:05:32 2019,iasyt (iasyt),114.47.90.185,https://www.ptt.cc/bbs/Gossiping/M.1562249135.A.503.html,183,6,56
172,1T7W_Nd7,[公告] 板規修正草案：政治發錢文,Thu Jul  4 22:40:21 2019,ReDmango (10K高清天才小釣手),58.114.25.142,https://www.ptt.cc/bbs/Gossiping/M.1562251223.A.9C7.html,247,14,81
173,1T7Xkafv,Re: [新聞] 吳宗憲反擊了 火大拍桌嗆館長：921你捐多,Thu Jul  4 23:30:35 2019,darkcola (dc),101.8.172.69,https://www.ptt.cc/bbs/Gossiping/M.1562254244.A.A79.html,392,27,250
174,1T7XriUf,[新聞] 吳宗憲拍桌嗆921捐多少 館長:那天我在災,Thu Jul  4 23:38:17 2019,sgzt (sgzt),111.240.95.39,https://www.ptt.cc/bbs/Gossiping/M.1562254700.A.7A9.html,1332,78,453
175,1T7Y1FBt,[問卦] 能說出哪些事件才是真正的資深鄉民,Thu Jul  4 23:50:37 2019,missingkid (),118.171.187.69,https://www.ptt.cc/bbs/Gossiping/M.1562255439.A.2F7.html,153,4,83
176,1T7YA8zl,[新聞] 吳宗憲開砲嗆921捐多少！館長「挖出證據,Fri Jul  5 00:00:05 2019,ash9911911 (勇者ああああ),175.181.111.67,https://www.ptt.cc/bbs/Gossiping/M.1562256008.A.F6F.html,293,22,126
177,1T7YUad9,[問卦] 新聞禁政治人物名字真的是好事嗎？,Fri Jul  5 00:21:51 2019,ericisfish (台中李宗瑞),36.239.41.193,https://www.ptt.cc/bbs/Gossiping/M.1562257316.A.9C9.html,322,38,382
178,1T7ZVk1R,[問卦] 館長是不是台灣真正的王？,Fri Jul  5 01:31:24 2019,friedrich (friedrich),114.24.129.111,https://www.ptt.cc/bbs/Gossiping/M.1562261486.A.05B.html,320,28,72
179,1T7cOTMI,Re: [問卦] 新聞禁政治人物名字真的是好事嗎？,Fri Jul  5 04:48:25 2019,puppyvivi (打哈欠),61.61.78.72,https://www.ptt.cc/bbs/Gossiping/M.1562273309.A.592.html,469,61,422
180,1T7dUOkG,[新聞] 出訪過境美國　蔡英文：感受美方誠意相待,Fri Jul  5 06:03:02 2019,MoriiKaho (牡羊座女孩),114.24.98.24,https://www.ptt.cc/bbs/Gossiping/M.1562277784.A.B90.html,169,42,65
181,1T7eAVUn,"[問卦] 這個  ☁
怎麼這麼奇怪?",Fri Jul  5 06:50:05 2019,zxasqw0246 (oyoy),130.245.192.29,https://www.ptt.cc/bbs/Gossiping/M.1562280607.A.7B1.html,1004,22,551
182,1T7fR9sg,[問卦] 廠公蟑螂五毛是不是集體崩潰了,Fri Jul  5 08:16:05 2019,oz5566 (夏洛克。福爾摩斯),36.229.216.201,https://www.ptt.cc/bbs/Gossiping/M.1562285769.A.DAA.html,166,17,96
183,1T7g4nqr,Re: [新聞] 21歲甜美病嬌女刺殺愛男　「我太喜歡他，,Fri Jul  5 09:00:31 2019,uei1201 (新八),114.33.34.20,https://www.ptt.cc/bbs/Gossiping/M.1562288433.A.D35.html,283,26,105
184,1T7gYDGw,[問卦] 黨工是不是集體崩潰了？,Fri Jul  5 09:31:54 2019,w1230319 (龜山金城武),39.8.43.12,https://www.ptt.cc/bbs/Gossiping/M.1562290317.A.43A.html,170,14,90
185,1T7get0Q,Re: [問卦] 日本妹子這麼騷嗎？？,Fri Jul  5 09:39:00 2019,goodsmallman (@@),119.242.25.127,https://www.ptt.cc/bbs/Gossiping/M.1562290743.A.01A.html,326,14,59
186,1T7gt4ZJ,[新聞] 高雄地標85大樓「君鴻酒店」　驚傳最快,Fri Jul  5 09:54:08 2019,MatheFuck (媽英告),113.196.187.152,https://www.ptt.cc/bbs/Gossiping/M.1562291652.A.8D3.html,186,11,60
187,1T7hV6lL,Re: [問卦] 新聞禁政治人物名字真的是好事嗎？,Fri Jul  5 10:36:52 2019,senma (ライフ☆ライン),114.136.18.187,https://www.ptt.cc/bbs/Gossiping/M.1562294214.A.BD5.html,227,108,270
188,1T7hw9qX,[問卦] 吳宗憲憲哥 我可以問一個問題嗎？,Fri Jul  5 11:05:43 2019,gostjoke (鬼笑話),107.77.228.117,https://www.ptt.cc/bbs/Gossiping/M.1562295945.A.D21.html,192,32,111
189,1T7iD1ES,Re: [問卦] 新聞禁政治人物名字真的是好事嗎？,Fri Jul  5 11:25:51 2019,royroy666 (老鼠),118.170.190.153,https://www.ptt.cc/bbs/Gossiping/M.1562297153.A.39C.html,250,17,178
190,1T7iiye3,[問卦] 台灣有什麼是比日本進步的嗎？,Fri Jul  5 11:59:54 2019,dkl1027 (凱文),101.8.193.221,https://www.ptt.cc/bbs/Gossiping/M.1562299196.A.A03.html,291,13,131
191,1T7ikoDj,[問卦] 版主484擋到公關公司賺錢,Fri Jul  5 12:01:52 2019,smallminhaha (海Neptuneee王),223.137.244.168,https://www.ptt.cc/bbs/Gossiping/M.1562299314.A.36D.html,155,9,87
192,1T7jBgoV,[爆卦] 跳板幫已知及疑似剩餘ID投票分析,Fri Jul  5 12:32:39 2019,cycling (來咬我啊笨蛋),211.20.147.161,https://www.ptt.cc/bbs/Gossiping/M.1562301162.A.C9F.html,207,54,180
